wlbWellboreName,wlbWell,wlbPurpose,wlbEntryDate,wlbField,wlbDiscovery,wlbMainArea,wlbReclassFromWellbore,wlbReentry,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField
30/7-6 R,30/7-6,WILDCAT,18.04.1978,MARTIN LINGE,30/7-6 MARTIN LINGE,NORTH SEA,,YES,507,44450.0,21675447.0
30/7-7,30/7-7,WILDCAT,18.12.1978,,,NORTH SEA,,NO,390,,
30/8-1 S,30/8-1,WILDCAT,01.11.1994,TUNE,30/8-1 S TUNE,NORTH SEA,,NO,2430,44456.0,853376.0
30/8-1 SR,30/8-1,WILDCAT,14.11.1995,,30/8-1 SR,NORTH SEA,,YES,2719,23465984.0,
30/8-2,30/8-2,WILDCAT,15.12.1995,,,NORTH SEA,,NO,2723,,
30/8-3,30/8-3,WILDCAT,13.11.1997,,30/8-3,NORTH SEA,,NO,3246,45614.0,
30/8-4 S,30/8-4,WILDCAT,29.11.2008,,30/8-4 S,NORTH SEA,,NO,5974,5466601.0,
30/9-3,30/9-3,WILDCAT,31.12.1983,OSEBERG SØR,30/9-3 OSEBERG SØR,NORTH SEA,,NO,55,44492.0,43645.0
30/9-4 S,30/9-4,WILDCAT,22.11.1984,OSEBERG SØR,30/9-4 S OSEBERG SØR,NORTH SEA,,NO,452,44498.0,43645.0
30/9-5 S,30/9-5,WILDCAT,27.05.1985,OSEBERG SØR,30/9-5 S OSEBERG SØR,NORTH SEA,,NO,478,44504.0,43645.0
30/9-6,30/9-6,WILDCAT,08.03.1987,OSEBERG SØR,30/9-6 OSEBERG SØR,NORTH SEA,,NO,1027,44510.0,43645.0
30/9-7,30/9-7,WILDCAT,02.11.1988,OSEBERG SØR,30/9-7 OSEBERG SØR,NORTH SEA,,NO,1306,44516.0,43645.0
30/9-9,30/9-9,WILDCAT,26.09.1989,OSEBERG SØR,30/9-9 OSEBERG SØR,NORTH SEA,,NO,1442,44522.0,43645.0
30/9-10,30/9-10,WILDCAT,31.07.1990,OSEBERG SØR,30/9-10 OSEBERG SØR,NORTH SEA,,NO,1514,44468.0,43645.0
30/9-11,30/9-11,WILDCAT,27.10.1990,,,NORTH SEA,,NO,1673,,
30/9-11 A,30/9-11,WILDCAT,20.11.1990,,,NORTH SEA,,NO,1705,,
30/9-13 S,30/9-13,WILDCAT,05.07.1991,OSEBERG SØR,30/9-13 S OSEBERG SØR,NORTH SEA,,NO,1811,44474.0,43645.0
30/9-13 SR,30/9-13,WILDCAT,12.07.2002,OSEBERG SØR,30/9-13 S OSEBERG SØR,NORTH SEA,,YES,4586,44474.0,43645.0
30/9-15,30/9-15,WILDCAT,07.12.1993,OSEBERG SØR,30/9-15 OSEBERG SØR,NORTH SEA,,NO,2223,44480.0,43645.0
30/9-16,30/9-16,WILDCAT,14.06.1994,OSEBERG SØR,30/9-16 K OSEBERG SØR,NORTH SEA,,NO,2361,44486.0,43645.0
30/9-17,30/9-17,WILDCAT,03.03.1995,,,NORTH SEA,,NO,2355,,
30/9-17 R,30/9-17,WILDCAT,11.04.1995,,,NORTH SEA,,YES,2569,,
30/9-18,30/9-18,WILDCAT,14.03.1995,,,NORTH SEA,,NO,2552,,
30/9-19,30/9-19,WILDCAT,09.09.1998,OSEBERG,30/9-19,NORTH SEA,,NO,3561,96300.0,43625.0
30/9-20 S,30/9-20,WILDCAT,09.01.2002,OSEBERG SØR,30/9-20 S,NORTH SEA,,NO,4463,2066145.0,43645.0
30/9-21 A,30/9-21,WILDCAT,04.05.2008,,30/9-21 A,NORTH SEA,,NO,5805,5010058.0,
30/9-22,30/9-22,WILDCAT,29.01.2009,OSEBERG SØR,30/9-22 STJERNE,NORTH SEA,,NO,6034,5490404.0,43645.0
30/9-23,30/9-23,WILDCAT,29.07.2009,,,NORTH SEA,,NO,6182,,
30/9-24,30/9-24,WILDCAT,10.09.2009,,,NORTH SEA,,NO,6210,,
30/9-25,30/9-25,WILDCAT,10.08.2013,,,NORTH SEA,,NO,7249,,
30/9-26 S,30/9-26,WILDCAT,10.11.2014,,,NORTH SEA,,NO,7491,,
30/9-28 S,30/9-28,WILDCAT,15.01.2016,,30/9-28 S,NORTH SEA,,NO,7869,28123140.0,
30/10-2,30/10-2,WILDCAT,24.12.1973,ODIN,30/10-2 ODIN,NORTH SEA,,NO,392,44360.0,43610.0
30/10-6,30/10-6,WILDCAT,13.01.1992,,30/10-6,NORTH SEA,,NO,1816,44366.0,
30/10-7,30/10-7,WILDCAT,08.09.1992,,,NORTH SEA,,NO,2015,,
30/11-1,30/11-1,WILDCAT,05.02.1975,,,NORTH SEA,,NO,396,,
30/11-2,30/11-2,WILDCAT,18.03.1975,,,NORTH SEA,,NO,397,,
30/11-3,30/11-3,WILDCAT,17.11.1982,,,NORTH SEA,,NO,62,,
30/11-4,30/11-4,WILDCAT,25.01.1984,,,NORTH SEA,,NO,98,,
30/11-5,30/11-5,WILDCAT,05.12.1996,,30/11-5 (Steinbit),NORTH SEA,,NO,2986,23296145.0,
30/11-6 S,30/11-6,WILDCAT,03.06.2004,,,NORTH SEA,,NO,4950,,
30/11-7,30/11-7,WILDCAT,12.11.2008,,30/11-7 (Fulla),NORTH SEA,,NO,5919,5490395.0,
30/11-8 A,30/11-8,WILDCAT,20.05.2011,,30/11-8 A,NORTH SEA,,NO,6611,20484993.0,
30/11-8 S,30/11-8,WILDCAT,20.03.2011,,30/11-8 S (Krafla),NORTH SEA,,NO,6540,20460100.0,
30/11-9 A,30/11-9,WILDCAT,14.11.2013,,30/11-9 A (Askja Øst),NORTH SEA,,NO,7281,24216071.0,
30/11-9 S,30/11-9,WILDCAT,22.09.2013,,30/11-9 S (Askja),NORTH SEA,,NO,7280,23892654.0,
30/11-10,30/11-10,WILDCAT,02.11.2014,,30/11-10 (Krafla Nord),NORTH SEA,,NO,7595,25612576.0,
30/11-11 A,30/11-11,WILDCAT,22.03.2016,,,NORTH SEA,,NO,7914,,
30/11-11 S,30/11-11,WILDCAT,05.03.2016,,30/11-11 S (Madam Felle),NORTH SEA,,NO,7896,28160390.0,
30/11-12 S,30/11-12,WILDCAT,08.04.2016,,30/11-12 S (Askja Sørøst),NORTH SEA,,NO,7921,28184810.0,
30/11-13,30/11-13,WILDCAT,22.05.2016,,30/11-13 (Beerenberg),NORTH SEA,,NO,7948,28185156.0,
30/11-14,30/11-14,WILDCAT,07.06.2016,,30/11-14 (Slemmestad),NORTH SEA,,NO,7982,28222393.0,
30/11-14 B,30/11-14,WILDCAT,06.07.2016,,30/11-14 B (Haraldsplass),NORTH SEA,,NO,7984,28222402.0,
30/12-1,30/12-1,WILDCAT,06.01.1994,,,NORTH SEA,,NO,2248,,
31/1-1,31/1-1,WILDCAT,02.01.2008,,,NORTH SEA,,NO,5765,,
31/2-1,31/2-1,WILDCAT,17.07.1979,TROLL,31/2-1 TROLL VEST,NORTH SEA,,NO,398,44534.0,46437.0
31/2-1 R,31/2-1,WILDCAT,26.10.1981,TROLL,31/2-1 TROLL VEST,NORTH SEA,,YES,505,44534.0,46437.0
31/2-8,31/2-8,WILDCAT,16.06.1982,,,NORTH SEA,,NO,78,,
31/2-19 S,31/2-19,WILDCAT,08.05.1996,,,NORTH SEA,,NO,2798,,
31/2-20 S,31/2-20,WILDCAT,27.11.2002,TROLL,31/2-1 TROLL VEST,NORTH SEA,,NO,4636,44534.0,46437.0
31/2-21 S,31/2-21,WILDCAT,28.04.2014,,,NORTH SEA,,NO,7416,,
31/3-3,31/3-3,WILDCAT,13.10.1984,,,NORTH SEA,,NO,447,,
31/3-4,31/3-4,WILDCAT,22.11.2013,,,NORTH SEA,,NO,7292,,
31/4-1,31/4-1,WILDCAT,09.09.1979,,,NORTH SEA,,NO,400,,
31/4-2,31/4-2,WILDCAT,26.09.1979,,,NORTH SEA,,NO,401,,
31/4-3,31/4-3,WILDCAT,24.12.1979,BRAGE,31/4-3 BRAGE,NORTH SEA,,NO,402,44546.0,43651.0
31/4-4,31/4-4,WILDCAT,17.12.1980,,,NORTH SEA,,NO,214,,
31/4-11,31/4-11,WILDCAT,27.07.2000,BRAGE,31/4-11,NORTH SEA,,NO,4147,1626899.0,43651.0
31/4-12,31/4-12,WILDCAT,06.02.2005,,,NORTH SEA,,NO,5051,,
31/5-6,31/5-6,WILDCAT,05.07.2000,,,NORTH SEA,,NO,4128,,
31/6-1,31/6-1,WILDCAT,15.07.1983,TROLL,31/6-1 TROLL ØST,NORTH SEA,,NO,22,44552.0,46437.0
31/6-3,31/6-3,WILDCAT,01.11.1983,,,NORTH SEA,,NO,35,,
31/7-1,31/7-1,WILDCAT,23.05.2016,,31/7-1 (Brasse),NORTH SEA,,NO,7954,28222384.0,
31/8-1,31/8-1,WILDCAT,27.06.2011,,,NORTH SEA,,NO,6604,,
31/10-1,31/10-1,WILDCAT,01.07.2014,,,NORTH SEA,,NO,7504,,
32/2-1,32/2-1,WILDCAT,18.06.2008,,,NORTH SEA,,NO,5839,,
32/4-1,32/4-1,WILDCAT,21.10.1996,,,NORTH SEA,,NO,2918,,
33/2-1,33/2-1,WILDCAT,07.10.2014,,,NORTH SEA,,NO,7391,,
33/2-2 S,33/2-2,WILDCAT,04.03.2015,,33/2-2 S (Morkel),NORTH SEA,,NO,7630,26375958.0,
33/5-1,33/5-1,WILDCAT,19.07.1979,,,NORTH SEA,,NO,103,,
33/5-2,33/5-2,WILDCAT,31.07.1981,,,NORTH SEA,,NO,405,,
33/6-1,33/6-1,WILDCAT,09.04.1979,,,NORTH SEA,,NO,406,,
33/6-2,33/6-2,WILDCAT,28.10.1996,,,NORTH SEA,,NO,2873,,
33/6-4,33/6-4,WILDCAT,06.07.2012,,,NORTH SEA,,NO,6822,,
33/9-6,33/9-6,WILDCAT,23.06.1976,,33/9-6 DELTA,NORTH SEA,,NO,411,44576.0,
33/9-7,33/9-7,WILDCAT,11.09.1976,STATFJORD ØST,33/9-7 STATFJORD ØST,NORTH SEA,,NO,412,44582.0,43672.0
33/9-8,33/9-8,WILDCAT,11.11.1976,STATFJORD NORD,33/9-8 STATFJORD NORD,NORTH SEA,,NO,413,44588.0,43679.0
33/9-10,33/9-10,WILDCAT,08.04.1978,,,NORTH SEA,,NO,415,,
33/9-11,33/9-11,WILDCAT,17.06.1978,,,NORTH SEA,,NO,416,,
33/9-15,33/9-15,WILDCAT,23.04.1992,,,NORTH SEA,,NO,1810,,
33/9-16,33/9-16,WILDCAT,28.11.1992,,,NORTH SEA,,NO,1801,,
33/9-17,33/9-17,WILDCAT,02.04.1994,,,NORTH SEA,,NO,2114,,
33/9-18,33/9-18,WILDCAT,16.11.1994,,,NORTH SEA,,NO,2454,,
33/9-18 A,33/9-18,WILDCAT,21.12.1994,,,NORTH SEA,,NO,2455,,
33/9-19 S,33/9-19,WILDCAT,29.06.1996,SYGNA,33/9-19 S SYGNA,NORTH SEA,,NO,2830,44564.0,104718.0
33/12-1,33/12-1,WILDCAT,01.12.1973,STATFJORD,33/12-1 STATFJORD,NORTH SEA,,NO,417,44558.0,43658.0
33/12-6,33/12-6,WILDCAT,02.03.1976,,,NORTH SEA,,NO,119,,
33/12-7,33/12-7,WILDCAT,22.02.1989,,,NORTH SEA,,NO,1358,,
33/12-8 A,33/12-8,WILDCAT,26.04.2002,GULLFAKS SØR,33/12-8 A SKINFAKS,NORTH SEA,,NO,4532,2074147.0,43699.0
33/12-8 S,33/12-8,WILDCAT,26.03.2002,GULLFAKS SØR,33/12-8 S SKINFAKS ,NORTH SEA,,NO,4493,2074087.0,43699.0
33/12-9 S,33/12-9,WILDCAT,28.10.2011,,33/12-9 S (Skinfaks Sør),NORTH SEA,,NO,6729,21334454.0,
33/12-10 S,33/12-10,WILDCAT,30.08.2014,,,NORTH SEA,,NO,7486,,
34/2-1,34/2-1,WILDCAT,29.12.1979,,,NORTH SEA,,NO,420,,
34/2-2,34/2-2,WILDCAT,27.11.1980,,,NORTH SEA,,NO,215,,
34/2-2 R,34/2-2,WILDCAT,12.12.1980,,,NORTH SEA,,YES,497,,
34/2-3,34/2-3,WILDCAT,15.05.1981,,,NORTH SEA,,NO,421,,
34/2-4,34/2-4,WILDCAT,22.03.1985,,,NORTH SEA,,NO,467,,
34/3-1 S,34/3-1,WILDCAT,28.04.2008,KNARR,34/3-1 S KNARR,NORTH SEA,,NO,5811,4999474.0,20460988.0
34/3-2 S,34/3-2,WILDCAT,25.10.2009,,,NORTH SEA,,NO,6249,,
34/3-3 S,34/3-3,WILDCAT,10.09.2011,KNARR,34/3-3 S,NORTH SEA,,NO,6588,21124644.0,20460988.0
34/3-4 A,34/3-4,WILDCAT,01.12.2014,,,NORTH SEA,,NO,7606,,
34/3-4 S,34/3-4,WILDCAT,13.11.2014,,,NORTH SEA,,NO,7605,,
34/3-5,34/3-5,WILDCAT,14.02.2015,,,NORTH SEA,,NO,7646,,
34/4-1,34/4-1,WILDCAT,11.07.1979,SNORRE,34/4-1 SNORRE,NORTH SEA,,NO,422,44654.0,43718.0
34/4-2,34/4-2,WILDCAT,06.03.1980,,,NORTH SEA,,NO,228,,
34/4-3,34/4-3,WILDCAT,16.10.1981,,,NORTH SEA,,NO,423,,
34/4-5,34/4-5,WILDCAT,13.11.1983,,34/4-5,NORTH SEA,,NO,37,44660.0,
34/4-8,34/4-8,WILDCAT,22.05.1994,,,NORTH SEA,,NO,1908,,
34/4-10,34/4-10,WILDCAT,12.02.2000,,34/4-10 (Beta Brent),NORTH SEA,,NO,3143,1030530.0,
34/4-10 R,34/4-10,WILDCAT,13.03.2000,,34/4-10 (Beta Brent),NORTH SEA,,YES,4051,1030530.0,
34/4-11,34/4-11,WILDCAT,13.10.2009,,34/4-11 (Beta),NORTH SEA,,NO,6227,17826500.0,
34/4-12 A,34/4-12,WILDCAT,27.01.2010,SNORRE,34/4-12 A,NORTH SEA,,NO,6316,18082189.0,43718.0
34/4-12 S,34/4-12,WILDCAT,19.12.2009,,34/4-12 S,NORTH SEA,,NO,6283,18012830.0,
34/5-1 S,34/5-1,WILDCAT,07.01.2010,,34/5-1 S,NORTH SEA,,NO,6307,18082198.0,
34/6-1 S,34/6-1,WILDCAT,18.07.2002,,,NORTH SEA,,NO,4561,,
34/6-2 S,34/6-2,WILDCAT,06.08.2012,,34/6-2 S (Garantiana),NORTH SEA,,NO,6971,22506411.0,
34/6-3 A,34/6-3,WILDCAT,25.09.2014,,34/6-3 A (Akkar),NORTH SEA,,NO,7587,25307119.0,
34/6-4,34/6-4,WILDCAT,18.12.2015,,,NORTH SEA,,NO,7853,,
34/7-2,34/7-2,WILDCAT,02.09.1984,,,NORTH SEA,,NO,233,,
34/7-8,34/7-8,WILDCAT,05.02.1986,VIGDIS,34/7-8 VIGDIS,NORTH SEA,,NO,878,44714.0,43732.0
34/7-11,34/7-11,WILDCAT,02.10.1987,,,NORTH SEA,,NO,1176,,
34/7-12,34/7-12,WILDCAT,11.10.1987,TORDIS,34/7-12 TORDIS,NORTH SEA,,NO,1187,44666.0,43725.0
34/7-15 S,34/7-15,WILDCAT,23.05.1990,,,NORTH SEA,,NO,1544,,
34/7-18,34/7-18,WILDCAT,20.07.1991,,,NORTH SEA,,NO,1819,,
34/7-20,34/7-20,WILDCAT,18.07.1992,,,NORTH SEA,,NO,1967,,
34/7-21,34/7-21,WILDCAT,19.10.1992,TORDIS,34/7-21 BORG,NORTH SEA,,NO,2026,44690.0,43725.0
34/7-22,34/7-22,WILDCAT,15.08.1993,TORDIS,34/7-22 TORDIS ØST,NORTH SEA,,NO,2167,44696.0,43725.0
34/7-23 S,34/7-23,WILDCAT,22.02.1994,VIGDIS,34/7-23 S,NORTH SEA,,NO,2296,44702.0,43732.0
34/7-25 S,34/7-25,WILDCAT,31.07.1996,TORDIS,34/7-25 S,NORTH SEA,,NO,2863,44708.0,43725.0
34/7-27,34/7-27,WILDCAT,01.09.1998,,,NORTH SEA,,NO,3214,,
34/7-28,34/7-28,WILDCAT,30.12.1997,,,NORTH SEA,,NO,3282,,
34/7-32,34/7-32,WILDCAT,09.10.2001,,,NORTH SEA,,NO,4423,,
34/7-33,34/7-33,WILDCAT,16.08.2008,,,NORTH SEA,,NO,5917,,
34/7-34,34/7-34,WILDCAT,14.02.2009,VIGDIS,34/7-34,NORTH SEA,,NO,5973,5490421.0,43732.0
34/7-35 S,34/7-35,WILDCAT,08.05.2012,,,NORTH SEA,,NO,6881,,
34/7-36 S,34/7-36,WILDCAT,28.07.2014,,,NORTH SEA,,NO,7524,,
34/8-1,34/8-1,WILDCAT,11.11.1985,VISUND,34/8-1 VISUND,NORTH SEA,,NO,854,44720.0,43745.0
34/8-2,34/8-2,WILDCAT,04.10.1986,,,NORTH SEA,,NO,915,,
34/8-4 S,34/8-4,WILDCAT,06.12.1990,VISUND,34/8-4 S,NORTH SEA,,NO,1683,44726.0,43745.0
34/8-6,34/8-6,WILDCAT,21.09.1991,,,NORTH SEA,,NO,1842,,
34/8-7,34/8-7,WILDCAT,21.03.1992,,34/8-7,NORTH SEA,,NO,1941,44732.0,
34/8-7 R,34/8-7,WILDCAT,19.11.1992,,34/8-7,NORTH SEA,,YES,2057,44732.0,
34/8-12 S,34/8-12,WILDCAT,06.11.2001,GIMLE,34/8-12 S,NORTH SEA,,NO,4424,1853123.0,4005142.0
34/8-13 A,34/8-13,WILDCAT,17.03.2009,VISUND,34/8-13 A,NORTH SEA,,NO,6024,5490448.0,43745.0
34/8-13 S,34/8-13,WILDCAT,14.05.2009,VISUND,34/8-13 S,NORTH SEA,,NO,6025,5798457.0,43745.0
34/8-14 S,34/8-14,WILDCAT,17.09.2008,VISUND SØR,34/8-14 S VISUND SØR,NORTH SEA,,NO,5943,5081135.0,20461008.0
34/8-15 S,34/8-15,WILDCAT,03.01.2013,VISUND,34/8-15 S,NORTH SEA,,NO,7072,23410379.0,43745.0
34/8-16 S,34/8-16,WILDCAT,29.09.2015,,34/8-16 S (Tarvos),NORTH SEA,,NO,7800,27116419.0,
34/8-17 S,34/8-17,WILDCAT,16.01.2014,VISUND,34/8-17 S,NORTH SEA,,NO,7310,24612277.0,43745.0
34/10-1,34/10-1,WILDCAT,20.06.1978,GULLFAKS,34/10-1 GULLFAKS,NORTH SEA,,NO,424,44594.0,43686.0
34/10-2,34/10-2,WILDCAT,09.09.1978,GULLFAKS SØR,34/10-2 GULLFAKS SØR,NORTH SEA,,NO,425,44606.0,43699.0
34/10-10,34/10-10,WILDCAT,15.08.1980,,,NORTH SEA,,NO,430,,
34/10-10 R,34/10-10,WILDCAT,19.09.1980,,,NORTH SEA,,YES,859,,
34/10-12,34/10-12,WILDCAT,16.07.1981,,,NORTH SEA,,NO,204,,
34/10-17,34/10-17,WILDCAT,22.02.1983,GULLFAKS SØR,34/10-17 RIMFAKS,NORTH SEA,,NO,5,44600.0,43699.0
34/10-18,34/10-18,WILDCAT,16.07.1983,,,NORTH SEA,,NO,23,,
34/10-20,34/10-20,WILDCAT,23.12.1983,,,NORTH SEA,,NO,212,,
34/10-23,34/10-23,WILDCAT,06.05.1985,VALEMON,34/10-23 VALEMON,NORTH SEA,,NO,476,44618.0,20460969.0
34/10-34,34/10-34,WILDCAT,10.04.1991,GULLFAKS,34/10-34 GULLFAKS VEST,NORTH SEA,,NO,1747,44624.0,43686.0
34/10-34 R,34/10-34,WILDCAT,06.10.2001,GULLFAKS,34/10-34 GULLFAKS VEST,NORTH SEA,,YES,4426,44624.0,43686.0
34/10-37,34/10-37,WILDCAT,26.01.1995,GULLFAKS SØR,34/10-37 GULLVEIG,NORTH SEA,,NO,2431,44630.0,43699.0
34/10-39 S,34/10-39,WILDCAT,31.05.1995,,,NORTH SEA,,NO,2574,,
34/10-40 S,34/10-40,WILDCAT,13.08.1995,,34/10-40 S,NORTH SEA,34/10-B-35   ,NO,2634,44636.0,
34/10-41 S,34/10-41,WILDCAT,13.07.1997,,,NORTH SEA,,NO,3085,,
34/10-43 S,34/10-43,WILDCAT,25.02.2001,GULLFAKS SØR,34/10-43 S,NORTH SEA,,NO,4247,1628630.0,43699.0
34/10-44 S,34/10-44,WILDCAT,30.05.2001,GULLFAKS SØR,34/10-44 S RIMFAKS LUNDE,NORTH SEA,34/10-J-4 H  ,NO,4422,1630418.0,43699.0
34/10-45 B,34/10-45,WILDCAT,10.10.2003,GULLFAKS,34/10-45 B,NORTH SEA,34/10-B-42 E  ,NO,4824,2482767.0,43686.0
34/10-45 S,34/10-45,WILDCAT,03.11.2001,GULLFAKS,34/10-45 S,NORTH SEA,34/10-B-42 A  ,NO,4450,1853762.0,43686.0
34/10-46 A,34/10-46,WILDCAT,01.02.2002,GULLFAKS,34/10-46 A,NORTH SEA,34/10-A-48 A  ,NO,4500,2066044.0,43686.0
34/10-46 S,34/10-46,WILDCAT,13.11.2001,GULLFAKS,34/10-46 A,NORTH SEA,34/10-A-48   ,NO,4489,2066044.0,43686.0
34/10-47 A,34/10-47,WILDCAT,02.11.2002,,,NORTH SEA,,NO,4640,,
34/10-47 S,34/10-47,WILDCAT,22.09.2002,GULLFAKS SØR,34/10-47 S GULLTOPP,NORTH SEA,,NO,4609,2144184.0,43699.0
34/10-48 S,34/10-48,WILDCAT,17.03.2004,GIMLE,34/10-48 S GIMLE,NORTH SEA,,NO,4902,3000688.0,4005142.0
34/10-49 A,34/10-49,WILDCAT,21.05.2006,,,NORTH SEA,,NO,5282,,
34/10-49 S,34/10-49,WILDCAT,20.03.2006,GULLFAKS SØR,34/10-49 S ALUN,NORTH SEA,,NO,5140,4038603.0,43699.0
34/10-52 A,34/10-52,WILDCAT,18.06.2011,GULLFAKS SØR,34/10-52 A,NORTH SEA,,NO,6657,21060702.0,43699.0
34/10-52 B,34/10-52,WILDCAT,07.08.2011,GULLFAKS SØR,34/10-52 B,NORTH SEA,,NO,6658,21060720.0,43699.0
34/10-53 A,34/10-53,WILDCAT,24.03.2011,GULLFAKS SØR,34/10-53 A,NORTH SEA,,NO,6495,20474194.0,43699.0
34/10-53 S,34/10-53,WILDCAT,06.12.2010,GULLFAKS SØR,34/10-53 S,NORTH SEA,,NO,6212,20415280.0,43699.0
34/10-54 A,34/10-54,WILDCAT,11.02.2014,VALEMON,34/10-54 A,NORTH SEA,,NO,7254,24617709.0,20460969.0
34/10-54 S,34/10-54,WILDCAT,02.09.2013,VALEMON,34/10-54 S,NORTH SEA,,NO,7253,24617878.0,20460969.0
34/11-1,34/11-1,WILDCAT,07.07.1994,KVITEBJØRN,34/11-1 KVITEBJØRN,NORTH SEA,,NO,2377,44642.0,1036101.0
34/11-2 S,34/11-2,WILDCAT,16.01.1996,,34/11-2 S (Nøkken),NORTH SEA,,NO,2733,44648.0,
34/12-1,34/12-1,WILDCAT,03.11.2007,,34/12-1 (Afrodite),NORTH SEA,,NO,5684,4972705.0,
35/1-1,35/1-1,WILDCAT,28.05.2002,,,NORTH SEA,,NO,4541,,
35/1-2 S,35/1-2,WILDCAT,12.09.2010,,,NORTH SEA,,NO,6427,,
35/2-1,35/2-1,WILDCAT,21.07.2005,,35/2-1 (Peon),NORTH SEA,,NO,5135,3465397.0,
35/2-1 R,35/2-1,WILDCAT,15.06.2006,,35/2-1 (Peon),NORTH SEA,,YES,5376,3465397.0,
35/2-3,35/2-3,WILDCAT,13.06.2012,,,NORTH SEA,,NO,6921,,
35/3-1,35/3-1,WILDCAT,19.07.1976,,,NORTH SEA,,NO,432,,
35/3-2,35/3-2,WILDCAT,19.05.1980,,35/3-2 AGAT,NORTH SEA,,NO,136,44768.0,
35/3-3,35/3-3,WILDCAT,30.10.1980,,,NORTH SEA,,NO,491,,
35/3-5,35/3-5,WILDCAT,22.12.1981,,,NORTH SEA,,NO,433,,
35/3-6,35/3-6,WILDCAT,06.02.2002,,,NORTH SEA,,NO,4492,,
35/3-7 S,35/3-7,WILDCAT,28.06.2009,,35/3-7 S,NORTH SEA,,NO,6154,17221700.0,
35/4-1,35/4-1,WILDCAT,23.12.1996,,,NORTH SEA,,NO,2993,,
35/6-1 S,35/6-1,WILDCAT,04.02.2009,,,NORTH SEA,,NO,6000,,
35/6-2 S,35/6-2,WILDCAT,11.02.2009,,,NORTH SEA,,NO,6063,,
35/7-1 S,35/7-1,WILDCAT,13.05.2011,,,NORTH SEA,,NO,6599,,
35/8-1,35/8-1,WILDCAT,27.07.1980,VEGA,35/8-1 VEGA,NORTH SEA,,NO,205,44774.0,4467595.0
35/8-2,35/8-2,WILDCAT,30.08.1981,VEGA,35/8-2 VEGA,NORTH SEA,,NO,434,44780.0,4467595.0
35/8-3,35/8-3,WILDCAT,06.07.1988,,35/8-3 (Aurora),NORTH SEA,,NO,1288,1333027.0,
35/8-4,35/8-4,WILDCAT,04.07.1999,,,NORTH SEA,,NO,3791,,
35/8-5 S,35/8-5,WILDCAT,01.06.2003,,,NORTH SEA,,NO,4761,,
35/8-6 A,35/8-6,WILDCAT,22.04.2016,,35/8-6 A,NORTH SEA,,NO,7941,28183437.0,
35/8-6 S,35/8-6,WILDCAT,17.03.2016,,,NORTH SEA,,NO,7916,,
35/9-1,35/9-1,WILDCAT,01.04.1989,GJØA,35/9-1 GJØA,NORTH SEA,,NO,1375,44786.0,4467574.0
35/9-1 R,35/9-1,WILDCAT,03.07.1989,GJØA,35/9-1 GJØA,NORTH SEA,,YES,1441,44786.0,4467574.0
35/9-2,35/9-2,WILDCAT,01.01.1991,GJØA,35/9-2,NORTH SEA,,NO,1600,2449421.0,4467574.0
35/9-3,35/9-3,WILDCAT,23.09.1997,,35/9-3,NORTH SEA,,NO,3206,45651.0,
35/9-5,35/9-5,WILDCAT,01.01.2010,,,NORTH SEA,,NO,6293,,
35/9-6 S,35/9-6,WILDCAT,29.09.2010,,35/9-6 S,NORTH SEA,,NO,6429,18449542.0,
35/9-7,35/9-7,WILDCAT,28.02.2012,,35/9-7 (Skarfjell),NORTH SEA,,NO,6776,21667341.0,
35/9-9,35/9-9,WILDCAT,04.10.2013,,,NORTH SEA,,NO,7257,,
35/9-12 S,35/9-12,WILDCAT,04.11.2014,,,NORTH SEA,,NO,7552,,
35/10-1,35/10-1,WILDCAT,01.08.1991,,35/10-1,NORTH SEA,,NO,1822,23296174.0,
35/10-2,35/10-2,WILDCAT,16.04.1996,,35/10-2,NORTH SEA,,NO,2783,44738.0,
35/10-3,35/10-3,WILDCAT,23.06.1999,,,NORTH SEA,,NO,3719,,
35/11-1,35/11-1,WILDCAT,23.05.1984,,,NORTH SEA,,NO,128,,
35/11-2,35/11-2,WILDCAT,20.07.1987,VEGA,35/11-2 VEGA SØR,NORTH SEA,,NO,893,44744.0,4467595.0
35/11-3 S,35/11-3,WILDCAT,27.06.1989,,,NORTH SEA,,NO,1356,,
35/11-4,35/11-4,WILDCAT,18.08.1990,FRAM,35/11-4 FRAM,NORTH SEA,,NO,1523,44750.0,1578840.0
35/11-5,35/11-5,WILDCAT,27.06.1991,,35/11-5,NORTH SEA,,NO,1780,20460562.0,
35/11-7,35/11-7,WILDCAT,23.07.1992,FRAM,35/11-7,NORTH SEA,,NO,1979,44756.0,1578840.0
35/11-8 S,35/11-8,WILDCAT,03.03.1996,FRAM,35/11-8 S,NORTH SEA,,NO,2772,44762.0,1578840.0
35/11-12,35/11-12,WILDCAT,19.04.2000,,,NORTH SEA,,NO,4054,,
35/11-13,35/11-13,WILDCAT,18.03.2005,,35/11-13 BYRDING,NORTH SEA,,NO,5063,3465388.0,
35/11-15 S,35/11-15,WILDCAT,01.04.2007,FRAM H-NORD,35/11-15 S FRAM H-NORD,NORTH SEA,,NO,5517,4475297.0,23410947.0
35/11-16 S,35/11-16,WILDCAT,10.01.2014,,,NORTH SEA,,NO,7303,,
35/11-17,35/11-17,WILDCAT,24.03.2014,,35/11-17 (F-Vest),NORTH SEA,,NO,7408,24624369.0,
